band,time_s,avg_density,avg_blp,avg_corr,smoothing_sec,corr_window_sec,window_length_sec,sampling_rate,corr_threshold
beta,85.0,0.6143188500427685,1.0700690836529247e-05,0.9896960913554186,3,5,0.25,1024,0.82
beta,86.0,0.14563151577303807,1.1089012332377024e-05,0.9836565202158446,3,5,0.25,1024,0.82
beta,87.0,0.2788441271318841,1.1447437827882824e-05,0.9372342283253214,3,5,0.25,1024,0.82
beta,88.0,0.8288071808292732,1.1741735761461314e-05,0.6884793537718383,3,5,0.25,1024,0.82
beta,89.0,0.8421295881589661,1.196196080854861e-05,0.3541394295536207,3,5,0.25,1024,0.82
beta,90.0,0.5487375414457157,1.21208286145702e-05,0.089956138422807,3,5,0.25,1024,0.82
beta,91.0,0.4914199131107254,1.2242028788023164e-05,0.0388581001300901,3,5,0.25,1024,0.82
beta,92.0,0.28292499395849235,1.2345051800366493e-05,0.0441648413933364,3,5,0.25,1024,0.82
beta,97.65625,0.16538434492612306,9.803098691918422e-06,0.2453604209102264,3,5,0.25,1024,0.82
beta,98.65625,0.5840352366083704,9.64905757427914e-06,0.3296049515062231,3,5,0.25,1024,0.82
beta,99.65625,0.13935815184699585,9.457349733565934e-06,0.6723698243653873,3,5,0.25,1024,0.82
beta,100.65625,0.8662040176488783,9.238005077349952e-06,0.9080348934385754,3,5,0.25,1024,0.82
beta,101.65625,0.703945304725561,9.000961654237472e-06,0.9508995883721524,3,5,0.25,1024,0.82
beta,102.65625,0.8493188589286583,8.755579983699135e-06,0.9612322593834725,3,5,0.25,1024,0.82
beta,103.65625,0.5346638979402467,8.511662599630654e-06,0.9618758517067196,3,5,0.25,1024,0.82
beta,104.65625,0.4869903211770791,8.28189240564825e-06,0.925621192463166,3,5,0.25,1024,0.82
beta,105.65625,0.8962246573972924,8.084051842160989e-06,0.7308807754821133,3,5,0.25,1024,0.82
beta,106.65625,0.42647222082303793,7.941320291138254e-06,0.5203141519963154,3,5,0.25,1024,0.82
beta,107.65625,0.40049355738806647,7.878757969592698e-06,0.3365281423096152,3,5,0.25,1024,0.82
beta,108.65625,0.1657283005402897,7.916512913652696e-06,0.4299008048278218,3,5,0.25,1024,0.82
beta,109.65625,0.6592972414172839,8.061964763328433e-06,0.7408494444596104,3,5,0.25,1024,0.82
beta,110.65625,0.1457346754792418,8.305371011374518e-06,0.8045882359652113,3,5,0.25,1024,0.82
beta,111.65625,0.7056106440869923,8.621538654551841e-06,0.8123441628797868,3,5,0.25,1024,0.82
beta,112.65625,0.6067101812583632,8.978111509350128e-06,0.8117870464497984,3,5,0.25,1024,0.82
beta,113.65625,0.21735130743665484,9.3458593255491e-06,0.8175462198170284,3,5,0.25,1024,0.82
beta,114.65625,0.45351339706866556,9.705423508421518e-06,0.8975887796242263,3,5,0.25,1024,0.82
beta,115.65625,0.89076386083737,1.0046576790045949e-05,0.9578119109901588,3,5,0.25,1024,0.82
beta,116.65625,0.6234094957095685,1.0361653039581142e-05,0.9387847847487945,3,5,0.25,1024,0.82
beta,117.65625,0.22688158777343462,1.0638452295097522e-05,0.8148319727678054,3,5,0.25,1024,0.82
beta,118.65625,0.14801910789551936,1.0858520909096114e-05,0.6327802453411688,3,5,0.25,1024,0.82
beta,119.65625,0.7338958841040699,1.1002317478414623e-05,0.4630801970441565,3,5,0.25,1024,0.82
beta,120.65625,0.5418286248774656,1.1057685696869156e-05,0.2703688744719651,3,5,0.25,1024,0.82
beta,121.65625,0.8525775873841621,1.1026182619389148e-05,0.0722718028689708,3,5,0.25,1024,0.82
beta,122.65625,0.6656047120200139,1.09227912616916e-05,0.0583834843713053,3,5,0.25,1024,0.82
beta,123.65625,0.6238557305069671,1.0770268090709578e-05,0.0365942119597768,3,5,0.25,1024,0.82
beta,124.65625,0.6449472089706674,1.0592100807116369e-05,-0.0080305213246841,3,5,0.25,1024,0.82
beta,125.65625,0.2154327912065228,1.040827191900462e-05,-0.0413958350590628,3,5,0.25,1024,0.82
beta,126.65625,0.5868861360070687,1.0234909495920874e-05,-0.0308326316571529,3,5,0.25,1024,0.82
beta,127.65625,0.8288602560601335,1.0086706424772274e-05,-0.0007344836273925,3,5,0.25,1024,0.82
beta,128.65625,0.7237984221997583,9.97935603663791e-06,0.0274019900665026,3,5,0.25,1024,0.82
beta,129.65625,0.29062576822021235,9.929372026817871e-06,0.0045270153611821,3,5,0.25,1024,0.82
beta,130.65625,0.2457852126078266,9.952079381037038e-06,-0.0270711122720053,3,5,0.25,1024,0.82
beta,131.65625,0.28356035615581915,1.005766353046056e-05,0.0194004428172263,3,5,0.25,1024,0.82
beta,132.65625,0.33874716475271294,1.0247002137475649e-05,0.184942393977982,3,5,0.25,1024,0.82
beta,133.65625,0.9895606734774484,1.0508852938073687e-05,0.4907543721622306,3,5,0.25,1024,0.82
beta,134.65625,0.6236046180020243,1.0820350325957406e-05,0.7232663037471598,3,5,0.25,1024,0.82
beta,135.65625,0.21722177471686144,1.1149796591780614e-05,0.8175838270514656,3,5,0.25,1024,0.82
beta,136.65625,0.6009008054519918,1.1461005669843873e-05,0.8535356251322972,3,5,0.25,1024,0.82
beta,137.65625,0.9493914497801703,1.1717578672687525e-05,0.5671112437289282,3,5,0.25,1024,0.82
beta,138.65625,0.3260246908222505,1.1886388165294193e-05,0.1902865750031128,3,5,0.25,1024,0.82
beta,139.65625,0.5703488204221312,1.1942202945647296e-05,0.0959149847285904,3,5,0.25,1024,0.82
beta,140.65625,0.6479188259188093,1.1874462870764546e-05,0.1966231381561174,3,5,0.25,1024,0.82
beta,141.65625,0.45915441317263883,1.1694796739902811e-05,0.4983279534956795,3,5,0.25,1024,0.82
beta,142.65625,0.9690066882834434,1.143992085417267e-05,0.7802653300679568,3,5,0.25,1024,0.82
beta,143.65625,0.6746086196345391,1.1164886018377729e-05,0.7612995899215529,3,5,0.25,1024,0.82
beta,144.65625,0.8374641867823605,1.0926045433734544e-05,0.5479283175111591,3,5,0.25,1024,0.82
beta,145.65625,0.27967829192807186,1.0760145414678846e-05,0.280566210596365,3,5,0.25,1024,0.82
beta,146.65625,0.9222806582626203,1.0670696610759478e-05,0.1782708235245656,3,5,0.25,1024,0.82
beta,147.65625,0.3079395078736342,1.0629292773955967e-05,0.1394874979440244,3,5,0.25,1024,0.82
beta,148.65625,0.71807591500195,1.0592657417873852e-05,0.1366418025532465,3,5,0.25,1024,0.82
beta,149.65625,0.7793374734454201,1.0525466677790972e-05,0.3694770388001294,3,5,0.25,1024,0.82
beta,150.65625,0.2581863806874693,1.0416481927677523e-05,0.6207493266284698,3,5,0.25,1024,0.82
beta,151.65625,0.5688154870997132,1.0279128218826372e-05,0.7310324900408314,3,5,0.25,1024,0.82
beta,152.65625,0.8955296597408704,1.01385830930667e-05,0.6198548737197951,3,5,0.25,1024,0.82
beta,153.65625,0.35984739583118464,1.0014528015744872e-05,0.4765891263936775,3,5,0.25,1024,0.82
beta,154.65625,0.7825021788760966,9.910962944559287e-06,0.4506961952225816,3,5,0.25,1024,0.82
beta,155.65625,0.6132514008794947,9.819535989663564e-06,0.5508223084494365,3,5,0.25,1024,0.82
beta,156.65625,0.8271765894986186,9.733506885822862e-06,0.4095237619668715,3,5,0.25,1024,0.82
beta,157.65625,0.14154934334952574,9.66299558058381e-06,0.1974600238968475,3,5,0.25,1024,0.82
beta,158.65625,0.24566727831096563,9.641636097512674e-06,0.1601174186833336,3,5,0.25,1024,0.82
beta,159.65625,0.8189852598983759,9.72034740698291e-06,0.2144154607418712,3,5,0.25,1024,0.82
beta,160.65625,0.14252978844937625,9.949637387762778e-06,0.528952835702581,3,5,0.25,1024,0.82
beta,161.65625,0.46741109799804437,1.0358011422795244e-05,0.8762509822566874,3,5,0.25,1024,0.82
beta,162.65625,0.17416377679915734,1.0934581041510684e-05,0.9777942869734148,3,5,0.25,1024,0.82
beta,163.65625,0.4945121726777356,1.1621819794527257e-05,0.990423555412041,3,5,0.25,1024,0.82
beta,164.65625,0.4628082920958817,1.2321173926466145e-05,0.9888122104893116,3,5,0.25,1024,0.82
beta,165.65625,0.4714063291771986,1.2910360055684578e-05,0.9628067320067109,3,5,0.25,1024,0.82
beta,166.65625,0.25202018595496883,1.3268986549519468e-05,0.7424035318275182,3,5,0.25,1024,0.82
beta,167.65625,0.8718893963592812,1.3307358130987268e-05,0.5246475942057433,3,5,0.25,1024,0.82
beta,168.65625,0.6037071098515627,1.29920399558614e-05,0.7250508347812167,3,5,0.25,1024,0.82
beta,169.65625,0.22973878516701463,1.2361348126432858e-05,0.8685143730517354,3,5,0.25,1024,0.82
beta,170.65625,0.9210432234982722,1.1525345144036692e-05,0.9738802660357136,3,5,0.25,1024,0.82
beta,171.65625,0.6721758578388879,1.0647454473655673e-05,0.9950850009177924,3,5,0.25,1024,0.82
gamma,0.0,0.5954781295976022,4.8043775677797385e-06,0.5575389723072612,3,5,0.25,1024,0.82
gamma,1.0,0.4312691784007452,4.746450485981768e-06,0.4002997469517261,3,5,0.25,1024,0.82
gamma,2.0,0.8462266277122701,4.688959052145947e-06,0.2916198036790793,3,5,0.25,1024,0.82
gamma,3.0,0.10396784121815335,4.639440248865867e-06,0.1982818694786768,3,5,0.25,1024,0.82
gamma,4.0,0.19358836605509033,4.602004537446192e-06,0.139235932975003,3,5,0.25,1024,0.82
gamma,5.0,0.8360601469997847,4.578402695187833e-06,0.134232852832643,3,5,0.25,1024,0.82
gamma,6.0,0.9733957213955001,4.569054908643011e-06,0.1585892876867321,3,5,0.25,1024,0.82
gamma,7.0,0.6405893549044094,4.573083515424514e-06,0.2315414776540745,3,5,0.25,1024,0.82
gamma,8.0,0.29507033587632714,4.587677267409163e-06,0.4164352875502424,3,5,0.25,1024,0.82
gamma,9.0,0.9420525267609237,4.608061317412648e-06,0.434567522600807,3,5,0.25,1024,0.82
gamma,10.0,0.6370144441725092,4.628768692782614e-06,0.3239823622955741,3,5,0.25,1024,0.82
gamma,11.0,0.3737409538981662,4.645826265914366e-06,0.2080736600922315,3,5,0.25,1024,0.82
gamma,12.0,0.6772710500899127,4.6587201723014005e-06,0.1351000576493632,3,5,0.25,1024,0.82
gamma,13.0,0.3105969826313435,4.670883299695561e-06,0.1123265929053684,3,5,0.25,1024,0.82
gamma,14.0,0.3389708380508122,4.688266017183196e-06,0.2424212772068186,3,5,0.25,1024,0.82
gamma,15.0,0.1336474662411341,4.716352123068646e-06,0.4642420406888332,3,5,0.25,1024,0.82
gamma,16.0,0.3799287374865806,4.756794169225032e-06,0.5762092295396645,3,5,0.25,1024,0.82
gamma,17.0,0.2133835977167453,4.805098797078244e-06,0.5190929326173758,3,5,0.25,1024,0.82
gamma,18.0,0.12353787381593663,4.850588993576821e-06,0.512795271377504,3,5,0.25,1024,0.82
gamma,19.0,0.3147647542898046,4.87914167024428e-06,0.4604352621134545,3,5,0.25,1024,0.82
gamma,20.0,0.7467257577611208,4.877961146121379e-06,0.4330545845966516,3,5,0.25,1024,0.82
gamma,21.0,0.3245831809439651,4.840519522986142e-06,0.5450009630488203,3,5,0.25,1024,0.82
gamma,22.0,0.2607925872162059,4.769404313265113e-06,0.6764655762179735,3,5,0.25,1024,0.82
gamma,23.0,0.7162326882524747,4.675840500567574e-06,0.9106636463843322,3,5,0.25,1024,0.82
gamma,24.0,0.6094887385580159,4.576207629725104e-06,0.967893108320666,3,5,0.25,1024,0.82
gamma,25.0,0.646548313049215,4.487333626457257e-06,0.9679168205219342,3,5,0.25,1024,0.82
gamma,26.0,0.8310640028624198,4.422736765263835e-06,0.8746899524188562,3,5,0.25,1024,0.82
gamma,27.0,0.6520346813927845,4.390870344650466e-06,0.4588977041735366,3,5,0.25,1024,0.82
gamma,28.0,0.9157661764799461,4.394928055262426e-06,0.4132137780335319,3,5,0.25,1024,0.82
gamma,29.0,0.9675542706258706,4.433017693372676e-06,0.5002264234413439,3,5,0.25,1024,0.82
gamma,30.0,0.6217689549163515,4.498012913245475e-06,0.6285250081252515,3,5,0.25,1024,0.82
gamma,31.0,0.5104406873273037,4.577585059450939e-06,0.6490244313434597,3,5,0.25,1024,0.82
gamma,32.0,0.3207053147155243,4.655596512748161e-06,0.6582098926434001,3,5,0.25,1024,0.82
gamma,33.0,0.14738841309516518,4.715549493994331e-06,0.5999546588294892,3,5,0.25,1024,0.82
gamma,34.0,0.5865285879240266,4.745242222270463e-06,0.47428019538752,3,5,0.25,1024,0.82
gamma,35.0,0.6134026116334164,4.740551048598718e-06,0.5627934867817387,3,5,0.25,1024,0.82
gamma,36.0,0.29998762030188936,4.70636132376967e-06,0.6575298868079297,3,5,0.25,1024,0.82
gamma,37.0,0.6918263119364825,4.654083568311762e-06,0.7044259706724092,3,5,0.25,1024,0.82
gamma,38.0,0.5005457102320273,4.596978669724194e-06,0.5451967714364493,3,5,0.25,1024,0.82
gamma,39.0,0.1389076246852951,4.545551746559795e-06,0.2967867512011246,3,5,0.25,1024,0.82
gamma,40.0,0.6452075976673701,4.505000106291845e-06,0.1433513430208688,3,5,0.25,1024,0.82
gamma,41.0,0.8692077559474347,4.475298737816047e-06,0.0801037323120721,3,5,0.25,1024,0.82
gamma,42.0,0.6318766073313808,4.453207111509983e-06,0.088624618499184,3,5,0.25,1024,0.82
gamma,43.0,0.17324203946627256,4.434716174728237e-06,0.1078173013421865,3,5,0.25,1024,0.82
gamma,44.0,0.8436924728855576,4.417025593284052e-06,0.1405502909013231,3,5,0.25,1024,0.82
gamma,45.0,0.28284659470110607,4.399498266138835e-06,0.10088464974655,3,5,0.25,1024,0.82
gamma,46.0,0.4370825736753017,4.3836748773173895e-06,0.1137838822675842,3,5,0.25,1024,0.82
gamma,47.0,0.880760074853556,4.372617695480585e-06,0.1134613393945332,3,5,0.25,1024,0.82
gamma,48.0,0.6347297645496244,4.369841008156072e-06,0.1458565546885593,3,5,0.25,1024,0.82
gamma,49.0,0.5896517659854451,4.3779714360425714e-06,0.3350529006092786,3,5,0.25,1024,0.82
gamma,50.0,0.18131839689912194,4.3976456254313234e-06,0.6002111650966324,3,5,0.25,1024,0.82
gamma,51.0,0.9066071889237748,4.427073690749239e-06,0.78738066719939,3,5,0.25,1024,0.82
gamma,52.0,0.81577979230409,4.46237299911445e-06,0.5872907032240982,3,5,0.25,1024,0.82
gamma,53.0,0.9944505819667475,4.498476755543379e-06,0.3180938141544759,3,5,0.25,1024,0.82
gamma,54.0,0.2590034697057202,4.530108526523691e-06,0.1755506573753143,3,5,0.25,1024,0.82
gamma,55.0,0.7264942607125691,4.552462087303866e-06,0.0889280348925501,3,5,0.25,1024,0.82
gamma,56.0,0.3555323256413847,4.561572040984174e-06,0.1055778019287132,3,5,0.25,1024,0.82
gamma,57.0,0.21334290707972065,4.554723545879824e-06,0.2211959878201553,3,5,0.25,1024,0.82
gamma,58.0,0.5008568560205221,4.531077138381079e-06,0.5047137099009946,3,5,0.25,1024,0.82
gamma,59.0,0.6951351520741775,4.492335847317008e-06,0.8424551917420565,3,5,0.25,1024,0.82
gamma,60.0,0.3764986051888597,4.44285888079321e-06,0.8823043838636329,3,5,0.25,1024,0.82
gamma,61.0,0.7369249083632213,4.388822617329424e-06,0.601983361056443,3,5,0.25,1024,0.82
gamma,62.0,0.7639088459586038,4.3365203055145685e-06,0.3560159072064318,3,5,0.25,1024,0.82
gamma,63.0,0.7143468379722919,4.290581273380667e-06,0.2388764460802039,3,5,0.25,1024,0.82
gamma,64.0,0.14993908798007755,4.25298048867262e-06,0.1639678399261178,3,5,0.25,1024,0.82
gamma,65.0,0.36118414858749426,4.223295945848804e-06,0.1404442568083578,3,5,0.25,1024,0.82
gamma,66.0,0.9607538684356344,4.200146122457227e-06,0.0776824311588877,3,5,0.25,1024,0.82
gamma,67.0,0.1561601522241538,4.182914835837437e-06,0.0131025032915243,3,5,0.25,1024,0.82
gamma,68.0,0.4544318003354352,4.172855369688477e-06,0.0351207778912315,3,5,0.25,1024,0.82
gamma,69.0,0.6054661494573442,4.173179604549659e-06,0.1572110769796137,3,5,0.25,1024,0.82
gamma,70.0,0.8277081744444242,4.188055754639208e-06,0.4561738626582456,3,5,0.25,1024,0.82
gamma,71.0,0.9344228836441377,4.2208025661238935e-06,0.8652242053708641,3,5,0.25,1024,0.82
gamma,72.0,0.590282919679977,4.271968464308884e-06,0.968053425374482,3,5,0.25,1024,0.82
gamma,73.0,0.9453843580051631,4.337942755228141e-06,0.976695571171429,3,5,0.25,1024,0.82
gamma,74.0,0.6880419920291826,4.410828296386171e-06,0.9690014847004068,3,5,0.25,1024,0.82
gamma,75.0,0.18374084643137595,4.4801590775023215e-06,0.8831525451462554,3,5,0.25,1024,0.82
gamma,76.0,0.15971526596321878,4.53616166851134e-06,0.6346609280710391,3,5,0.25,1024,0.82
gamma,77.0,0.5045456083967531,4.5733545448456425e-06,0.3684783012926619,3,5,0.25,1024,0.82
gamma,78.0,0.8281687055377954,4.593063749780413e-06,0.1029324420027388,3,5,0.25,1024,0.82
gamma,79.0,0.5315379943978236,4.6033683247515e-06,0.0029889366753297,3,5,0.25,1024,0.82
gamma,80.0,0.5814307265260736,4.616265414369991e-06,0.1511971276642983,3,5,0.25,1024,0.82
gamma,81.0,0.9952060427469321,4.643173269869294e-06,0.5712054907489168,3,5,0.25,1024,0.82
gamma,82.0,0.818873318986113,4.690772584581282e-06,0.9134152137985818,3,5,0.25,1024,0.82
gamma,83.0,0.30681529232855625,4.758755039802054e-06,0.9651639462976798,3,5,0.25,1024,0.82
gamma,84.0,0.10157482443479236,4.840268957195804e-06,0.9463611079210356,3,5,0.25,1024,0.82
gamma,85.0,0.743476407688664,4.924553650198504e-06,0.7581949536507429,3,5,0.25,1024,0.82
gamma,86.0,0.1504030130794708,5.000487817596877e-06,0.5375216145765618,3,5,0.25,1024,0.82
gamma,87.0,0.5518622354782791,5.059682735009119e-06,0.2722217137543446,3,5,0.25,1024,0.82
gamma,88.0,0.4371317097612385,5.098318069940433e-06,0.0422556219292334,3,5,0.25,1024,0.82
gamma,89.0,0.14541774483865683,5.117406999488594e-06,-0.0165241692699955,3,5,0.25,1024,0.82
gamma,90.0,0.9712790191834456,5.121646154293558e-06,-0.0148661736183338,3,5,0.25,1024,0.82
gamma,91.0,0.8605745602326643,5.117349246575032e-06,-0.0167284218951832,3,5,0.25,1024,0.82
gamma,92.0,0.9658266402104005,5.110260644869413e-06,-0.0299753382784399,3,5,0.25,1024,0.82
gamma,97.65625,0.21202310407192226,4.153428562858608e-06,0.3704997326337941,3,5,0.25,1024,0.82
gamma,98.65625,0.30502686763357867,4.219567927066237e-06,0.375716213312815,3,5,0.25,1024,0.82
gamma,99.65625,0.8592958875300134,4.286864623281872e-06,0.4002761362334435,3,5,0.25,1024,0.82
gamma,100.65625,0.36920271798855486,4.345755769463722e-06,0.4683218884511301,3,5,0.25,1024,0.82
gamma,101.65625,0.1926446491979361,4.391110451251734e-06,0.3196414380043816,3,5,0.25,1024,0.82
gamma,102.65625,0.9944004802004383,4.422913207235979e-06,0.1292569419080188,3,5,0.25,1024,0.82
gamma,103.65625,0.21009988649180383,4.44529541709926e-06,0.0300287701402508,3,5,0.25,1024,0.82
gamma,104.65625,0.6273054914625399,4.464523954084143e-06,0.019747151304663,3,5,0.25,1024,0.82
gamma,105.65625,0.480842393229423,4.486802481551422e-06,0.0809727427783251,3,5,0.25,1024,0.82
gamma,106.65625,0.48252160326626703,4.51666801382089e-06,0.2432657066394599,3,5,0.25,1024,0.82
gamma,107.65625,0.7891923437930992,4.556151452561608e-06,0.4302874790893611,3,5,0.25,1024,0.82
gamma,108.65625,0.3168406960704264,4.604735295288265e-06,0.6960946929505017,3,5,0.25,1024,0.82
gamma,109.65625,0.6955032055397264,4.659720616473351e-06,0.704143157234085,3,5,0.25,1024,0.82
gamma,110.65625,0.5317526063976705,4.716890089184744e-06,0.5651276646433823,3,5,0.25,1024,0.82
gamma,111.65625,0.5810124628206335,4.771478415932506e-06,0.5284986052166948,3,5,0.25,1024,0.82
gamma,112.65625,0.2575171492658972,4.819564310309943e-06,0.4672992043525975,3,5,0.25,1024,0.82
gamma,113.65625,0.4162245732011741,4.859361069975421e-06,0.3342780402992958,3,5,0.25,1024,0.82
gamma,114.65625,0.8658540106658983,4.891739081358537e-06,0.1642072757487141,3,5,0.25,1024,0.82
gamma,115.65625,0.6172484502461439,4.919355433230521e-06,0.0934579857384523,3,5,0.25,1024,0.82
gamma,116.65625,0.32405374852956015,4.94453252031235e-06,0.057412494606976,3,5,0.25,1024,0.82
gamma,117.65625,0.47402968733277373,4.966805136064068e-06,0.0310987952264824,3,5,0.25,1024,0.82
gamma,118.65625,0.5676656826251841,4.981570782547351e-06,0.0382483581175683,3,5,0.25,1024,0.82
gamma,119.65625,0.2955300772490731,4.980744961358141e-06,0.0800078916719123,3,5,0.25,1024,0.82
gamma,120.65625,0.3416258046398003,4.955352778779343e-06,0.2652969187754733,3,5,0.25,1024,0.82
gamma,121.65625,0.197625047033077,4.899009127257159e-06,0.7219114756851301,3,5,0.25,1024,0.82
gamma,122.65625,0.9266775860654205,4.810800419363659e-06,0.95102343803673,3,5,0.25,1024,0.82
gamma,123.65625,0.6220134491266356,4.696539235737873e-06,0.9818621312064908,3,5,0.25,1024,0.82
gamma,124.65625,0.18378028723342554,4.568132226268062e-06,0.9879072052068688,3,5,0.25,1024,0.82
gamma,125.65625,0.9890714695027225,4.44147372036241e-06,0.9862244065713616,3,5,0.25,1024,0.82
gamma,126.65625,0.47386764001478954,4.333535798650701e-06,0.9636263587116984,3,5,0.25,1024,0.82
gamma,127.65625,0.20978382998010242,4.259417437424418e-06,0.7559800172421606,3,5,0.25,1024,0.82
gamma,128.65625,0.3600923661130684,4.229838850733358e-06,0.5066085768904329,3,5,0.25,1024,0.82
gamma,129.65625,0.9779055877382735,4.249158337188419e-06,0.6884496082822421,3,5,0.25,1024,0.82
gamma,130.65625,0.7370441839190665,4.314555553719401e-06,0.9517738604068648,3,5,0.25,1024,0.82
gamma,131.65625,0.4022647155890292,4.416401679918636e-06,0.9910068200216828,3,5,0.25,1024,0.82
gamma,132.65625,0.27850074302265054,4.540160261967685e-06,0.9948543088182144,3,5,0.25,1024,0.82
gamma,133.65625,0.15880749394676777,4.669590907724341e-06,0.993084411795538,3,5,0.25,1024,0.82
gamma,134.65625,0.7056250690982785,4.790665116161108e-06,0.9838786812115824,3,5,0.25,1024,0.82
gamma,135.65625,0.4003399125126247,4.894370249530766e-06,0.9482727299365584,3,5,0.25,1024,0.82
gamma,136.65625,0.615684694019646,4.977238859282807e-06,0.7903009464127412,3,5,0.25,1024,0.82
gamma,137.65625,0.2967684492857381,5.03910723637091e-06,0.4569179444287421,3,5,0.25,1024,0.82
gamma,138.65625,0.2918833202754991,5.079350557934959e-06,0.2184365910971644,3,5,0.25,1024,0.82
gamma,139.65625,0.7062027903870974,5.094160769658629e-06,0.1997688430173246,3,5,0.25,1024,0.82
gamma,140.65625,0.9271731765897807,5.0769713197951205e-06,0.4065093431444027,3,5,0.25,1024,0.82
gamma,141.65625,0.6018713938256037,5.022242930863285e-06,0.7592978104321255,3,5,0.25,1024,0.82
gamma,142.65625,0.989356678399128,4.930341674480587e-06,0.9581876421861288,3,5,0.25,1024,0.82
gamma,143.65625,0.6932856965165489,4.810396148968721e-06,0.9855979173702994,3,5,0.25,1024,0.82
gamma,144.65625,0.4749133566835858,4.6789186853857245e-06,0.9900607816694978,3,5,0.25,1024,0.82
gamma,145.65625,0.31679091530128006,4.554578936222242e-06,0.9888944212088696,3,5,0.25,1024,0.82
gamma,146.65625,0.5056551933839157,4.451864697330166e-06,0.9656524340638614,3,5,0.25,1024,0.82
gamma,147.65625,0.24976484485105135,4.376836386654759e-06,0.8062800280356633,3,5,0.25,1024,0.82
gamma,148.65625,0.48617174672094976,4.3269756133668125e-06,0.4844289912817339,3,5,0.25,1024,0.82
gamma,149.65625,0.7628084076299624,4.29447663918836e-06,0.2113597330308454,3,5,0.25,1024,0.82
gamma,150.65625,0.7830783323631726,4.270915724191582e-06,0.0757610373868977,3,5,0.25,1024,0.82
gamma,151.65625,0.7004245254754858,4.250699021213222e-06,0.097025826370779,3,5,0.25,1024,0.82
gamma,152.65625,0.35232895556693156,4.232382252666866e-06,0.0988987552068956,3,5,0.25,1024,0.82
gamma,153.65625,0.1878106824524049,4.217967216391116e-06,0.0551431667199638,3,5,0.25,1024,0.82
gamma,154.65625,0.9886750677671179,4.211323357594665e-06,0.1119345314213459,3,5,0.25,1024,0.82
gamma,155.65625,0.9619496377384937,4.216934939904604e-06,0.3101781209651573,3,5,0.25,1024,0.82
gamma,156.65625,0.4495929892406435,4.239341251377482e-06,0.5608165924082703,3,5,0.25,1024,0.82
gamma,157.65625,0.8565229421643498,4.283049747755285e-06,0.8250275523161938,3,5,0.25,1024,0.82
gamma,158.65625,0.8501381154438841,4.352512860350544e-06,0.970715558178184,3,5,0.25,1024,0.82
gamma,159.65625,0.6437375740105696,4.452037501323503e-06,0.9886374061677008,3,5,0.25,1024,0.82
gamma,160.65625,0.6004009892612725,4.585345777741168e-06,0.9941332261328564,3,5,0.25,1024,0.82
gamma,161.65625,0.795062460723818,4.754684596264269e-06,0.9965376677666056,3,5,0.25,1024,0.82
gamma,162.65625,0.2483366061959446,4.958807039656676e-06,0.9959896790812532,3,5,0.25,1024,0.82
gamma,163.65625,0.6308167870624182,5.189639523450751e-06,0.994923079856067,3,5,0.25,1024,0.82
gamma,164.65625,0.9102288254407198,5.428700660559116e-06,0.9942438941894836,3,5,0.25,1024,0.82
gamma,165.65625,0.5437219023555732,5.645473265758483e-06,0.9903713388283644,3,5,0.25,1024,0.82
gamma,166.65625,0.5401278236118918,5.80026153329527e-06,0.9397810036387926,3,5,0.25,1024,0.82
gamma,167.65625,0.2966997709191658,5.85313046030933e-06,0.7737558934494382,3,5,0.25,1024,0.82
gamma,168.65625,0.3774511499584483,5.777142177976202e-06,0.9242829995050064,3,5,0.25,1024,0.82
gamma,169.65625,0.4011564180961924,5.571499514189782e-06,0.9917566490308852,3,5,0.25,1024,0.82
gamma,170.65625,0.30322637574399397,5.268680979497731e-06,0.998169967896898,3,5,0.25,1024,0.82
gamma,171.65625,0.45194263751097286,4.931182502332376e-06,0.9993936958091074,3,5,0.25,1024,0.82
